DATE,THREEFY10
2021-01-07,1.0900
2021-01-08,1.1348
2021-01-11,1.1662
2021-01-12,1.1768
2021-01-13,1.1565
2021-01-14,1.1763
2021-01-15,1.1558
2021-01-18,.
2021-01-19,1.1469
2021-01-20,1.1429
2021-01-21,1.1547
2021-01-22,1.1456
2021-01-25,1.1139
2021-01-26,1.1046
2021-01-27,1.0923
2021-01-28,1.1046
2021-01-29,1.1361
2021-02-01,1.1274
2021-02-02,1.1462
2021-02-03,1.1701
2021-02-04,1.1813
2021-02-05,1.2019
2021-02-08,1.2151
2021-02-09,1.2157
2021-02-10,1.1958
2021-02-11,1.1968
2021-02-12,1.2287
2021-02-15,.
2021-02-16,1.3048
2021-02-17,1.3295
2021-02-18,1.3390
2021-02-19,1.3794
2021-02-22,1.4105
2021-02-23,1.4197
2021-02-24,1.4411
2021-02-25,1.5911
2021-02-26,1.5773
2021-03-01,1.5641
2021-03-02,1.5359
2021-03-03,1.5720
2021-03-04,1.6318
2021-03-05,1.6636
2021-03-08,1.7098
2021-03-09,1.6945
2021-03-10,1.6693
2021-03-11,1.6633
2021-03-12,1.7325
2021-03-15,1.7428
2021-03-16,1.7450
2021-03-17,1.7423
2021-03-18,1.8008
2021-03-19,1.8444
2021-03-22,1.8299
2021-03-23,1.7913
2021-03-24,1.7691
2021-03-25,1.7680
2021-03-26,1.7956
2021-03-29,1.8395
2021-03-30,1.8596
2021-03-31,1.8818
2021-04-01,1.8606
2021-04-02,1.8877
2021-04-05,1.8838
2021-04-06,1.8378
2021-04-07,1.8280
2021-04-08,1.7965
2021-04-09,1.8081
2021-04-12,1.8221
2021-04-13,1.7893
2021-04-14,1.7889
2021-04-15,1.7323
2021-04-16,1.7366
2021-04-19,1.7473
2021-04-20,1.7249
2021-04-21,1.7130
2021-04-22,1.7078
2021-04-23,1.7191
2021-04-26,1.7245
2021-04-27,1.7549
2021-04-28,1.7599
2021-04-29,1.7719
2021-04-30,1.7754
2021-05-03,1.7612
2021-05-04,1.7460
2021-05-05,1.7250
2021-05-06,1.7174
2021-05-07,1.7122
2021-05-10,1.7279
2021-05-11,1.7438
2021-05-12,1.7955
2021-05-13,1.7917
2021-05-14,1.7762
2021-05-17,1.7788
2021-05-18,1.7750
2021-05-19,1.8040
2021-05-20,1.7771
2021-05-21,1.7735
2021-05-24,1.7584
2021-05-25,1.7212
2021-05-26,1.7161
2021-05-27,1.7351
2021-05-28,1.7206
2021-05-31,.
2021-06-01,1.7405
2021-06-02,1.7319
2021-06-03,1.7585
2021-06-04,1.7175
2021-06-07,1.7097
2021-06-08,1.6824
2021-06-09,1.6488
2021-06-10,1.6126
2021-06-11,1.6144
2021-06-14,1.6394
2021-06-15,1.6473
2021-06-16,1.7080
2021-06-17,1.6985
2021-06-18,1.6604
2021-06-21,1.6654
2021-06-22,1.6474
2021-06-23,1.6558
2021-06-24,1.6577
2021-06-25,1.6834
2021-06-28,1.6578
2021-06-29,1.6494
2021-06-30,1.6236
2021-07-01,1.6319
2021-07-02,1.6059
2021-07-05,.
2021-07-06,1.5505
2021-07-07,1.5063
2021-07-08,1.4648
2021-07-09,1.4961
2021-07-12,1.5107
2021-07-13,1.5427
2021-07-14,1.5121
2021-07-15,1.4708
2021-07-16,1.4619
2021-07-19,1.3771
2021-07-20,1.3620
2021-07-21,1.4020
2021-07-22,1.3902
2021-07-23,1.4048
2021-07-26,1.4108
2021-07-27,1.3862
2021-07-28,1.3851
2021-07-29,1.3976
2021-07-30,1.3774
